T1,T5,T20,M1,M5,M20,T5_adj,tercile_spread
0.0010754052930752867,0.0014857819958158424,-0.0014534575980260172,0.013108307344140412,0.03224652642311268,0.06165967922257858,0.0011014325353337555,0.0015017665868957287
0.0015810814368808223,0.0031127526181687713,0.007149701285582698,0.011752846141600652,0.02682021087764388,0.06038840318155197,0.0025982622489642234,0.0040257205473911125
0.0005200896656893508,0.0029769543515373574,0.0033156772520699478,0.010539383639778317,0.026004690712170573,0.05457379093955744,0.003666876098295969,0.0035936967619074707
0.0004986982857136164,0.0028497271136644423,0.0004573563271618538,0.012275982010300992,0.028053239905340165,0.057434175166131814,0.0026665649406881755,0.006900135394807907
-9.917361465782233e-05,-0.003931737561370082,0.0026119902198392933,0.011166114919524548,0.02747831933301205,0.061234398773655,-0.0037505215119515408,-0.007699518124885318
0.00021118270872687856,0.0013329776737060195,0.009250264770238667,0.012220168028996834,0.02727860133984864,0.055957595498653874,0.0014109798442400062,0.0013912669052015027
-0.0004946633763306013,-0.0008461514044316677,-0.00018147970430856727,0.011879775523873365,0.025788572434300716,0.052947717565624566,-0.0002394738274245243,-0.0010513529974924467
-0.0008994001208718004,0.00048558592165873145,0.0068853935525448546,0.010239602678622828,0.02594017056117696,0.0533066578801992,-7.034467377453474e-05,-0.0012518992094316464
-4.6999844027326385e-05,0.0010613366142600803,0.0012033601059758827,0.011365379728196848,0.025900594951209797,0.06081197848210747,0.0014550150690255024,-0.0008113753959791865
0.00015561630182140643,0.0029372693092609625,0.0033685580786761925,0.011292964126686225,0.025902289445549943,0.060458797972077094,0.002759128412880152,0.009600426947967403
-0.0005348852276422353,6.567509299389673e-05,-0.0024246459538940055,0.01109772422125964,0.028439152357367124,0.05606781195346643,0.0019968939473695756,-0.003423568346755242
-0.0002434663843077708,0.002665332971389535,-0.0033869537550493462,0.011639865361430033,0.025680491688236926,0.052421514766885204,0.002702325978532815,0.012161246390160814
0.0003579389992380712,0.0023678374343275342,-0.0023062610732154745,0.010939062120663198,0.027863331463988377,0.058448118549070525,0.0023084199027151686,0.003440377390997891
-3.0727886127835184e-05,-0.0012125808770746553,0.00043848279946192816,0.0097025267239582,0.023451962465387666,0.05466139616174866,-0.000172948855046412,0.0002496288700750528
0.0006989391341885808,-0.0005351998805813808,-0.007411764318741019,0.011878127323450463,0.026089273551035543,0.060446037536805476,0.0002264140412403792,-0.0008836277223890273
0.001083655307927694,0.002902734817706024,0.009806976653840664,0.01142386411620787,0.027508345684013367,0.061240553786879426,0.003569546775094532,0.012979103260345768
-0.00010273344294872717,0.006250714109152904,0.004801563269202139,0.011321954690244104,0.028911440598683016,0.05770740660971972,0.006362096204676163,0.013241161957338588
-0.0013837879655310638,-0.0010751544729085641,-0.00047011036820808906,0.011047808398056136,0.02626884535584538,0.057104970439206926,-0.0007383668062871521,0.0007907443749514641
0.0009320779643250278,-0.001125458666819221,-0.006971148419530736,0.011083564209371963,0.024950455732043682,0.05768551986716794,-0.0002465493657536495,-6.006667822995473e-05
0.000322281057429496,-0.0015715989352048574,-0.002494499911776173,0.012290791439916854,0.026774748751573964,0.055396277437019664,-0.0012570839245951493,-0.0006915949011248599
-0.0005152916092144178,0.0007315451423809046,0.0003490702676907098,0.010950593966346239,0.02373679424020689,0.05879146150241491,0.0018736613717785405,0.0020079218574043283
0.0006474505796224426,0.0016937892249907455,0.0012823395616640373,0.011883243044483554,0.028648543961030736,0.06003531961525462,0.00224266786075009,-0.006182638604196372
